10385	7508321.191	4696821.902	0	10385
8276	7508373.181	4696803.419	0	8276
8275	7508360.2	4696770.031	0	8275
8274	7508349.879	4696734.422	0	8274
8273	7508342.418	4696709.343	0	8273
10389	7508300.458	4696717.315	0	10389
10388	7508311.45	4696772.123	0	10388
10390	7508265.294	4696587.62	0	10390
11723	7508243.184	4696589.372	0	11723
10395	7508243.875	4696612.831	0	10395
10394	7508250.135	4696614.151	0	10394
10393	7508259.205	4696614.9	0	10393
10392	7508259.395	4696616.03	0	10392
10391	7508269.695	4696615.559	0	10391
7564	7508244.611	4696836.326	0	7564
10387	7508256.462	4696839.505	0	10387
10386	7508277.532	4696834.894	0	10386
8272	7508341.828	4696703.513	0	8272
8271	7508324.647	4696675.795	0	8271
8270	7508314.897	4696663.246	0	8270
8269	7508302.946	4696636.177	0	8269
8268	7508294.355	4696610.328	0	8268
8267	7508282.824	4696586.169	0	8267
10396	7508268.398	4696724.717	0	10396
7577	7508215.238	4696734.24	0	7577
10397	7508215.569	4696763.219	0	10397
10398	7508212.93	4696782.929	0	10398
10399	7508212.93	4696793.808	0	10399
10400	7508216.721	4696814.178	0	10400
7567	7508220.91	4696845.627	0	7567
7566	7508225.342	4696846.137	0	7566
18370	7508234.813	4696834.987	0	18370
