99,7508373.0980,4696785.8700,606.9170,
100,7508370.8010,4696786.4650,606.9210,
117,7508332.8560,4696762.8010,606.1660,
118,7508334.3290,4696767.0960,606.1120,
119,7508339.9260,4696765.7800,606.1600,
152,7508366.1080,4696783.7370,606.2560,
153,7508363.3440,4696785.0580,606.1780,
154,7508352.6290,4696788.5920,606.0390,
163,7508343.8270,4696782.2030,605.9900,
164,7508342.5540,4696778.1600,606.0500,
165,7508343.0620,4696775.9810,606.0500,
166,7508344.8360,4696771.6480,606.0920,
167,7508343.6530,4696766.7980,606.1420,
168,7508346.6620,4696767.7930,606.1510,
169,7508351.5280,4696767.6850,606.1600,
170,7508353.5900,4696772.1300,606.1080,
171,7508342.1340,4696778.9800,606.0450,
172,7508341.0530,4696784.5960,605.9070,
173,7508342.8680,4696791.8740,605.8410,
174,7508329.3550,4696794.7820,605.6850,
175,7508330.8640,4696793.6480,605.7260,
176,7508330.2330,4696789.2250,605.7360,
177,7508328.2360,4696782.0600,605.8280,
178,7508329.0320,4696782.4260,605.8010,
179,7508335.2810,4696780.0790,606.0090,
180,7508336.2640,4696784.6800,605.8660,
181,7508337.1950,4696788.9030,605.7980,
182,7508338.2910,4696793.1730,605.7790,
185,7508352.4220,4696789.4140,605.9680,
186,7508350.9590,4696790.4210,606.0110,
187,7508349.6850,4696798.2450,605.9210,
192,7508356.1130,4696799.0450,605.9300,
193,7508357.3330,4696802.6450,605.8470,
196,7508359.2170,4696808.7380,606.0040,
197,7508358.0010,4696809.4570,605.9110,
199,7508354.2910,4696810.3980,605.7770,
200,7508353.9660,4696806.9910,605.8120,
201,7508348.3360,4696811.9360,605.7020,
202,7508344.5150,4696813.7140,605.7200,
205,7508334.3350,4696816.9930,605.5690,
206,7508334.0390,4696817.4150,605.7250,
207,7508333.5010,4696817.1480,605.5750,
211,7508332.3550,4696812.2550,605.5430,
212,7508334.4240,4696811.8020,605.5260,
213,7508338.7110,4696810.3530,605.5770,
214,7508343.1820,4696808.8420,605.6820,
215,7508351.2190,4696806.2170,605.8460,
216,7508357.1080,4696803.7650,605.8570,
217,7508355.0560,4696799.8060,605.8920,
218,7508349.6990,4696801.4700,606.0780,
219,7508343.3620,4696803.6700,605.7470,
220,7508336.6500,4696805.0340,605.5860,
221,7508331.0780,4696806.4850,605.5030,
222,7508330.1140,4696800.5250,605.5810,
223,7508337.8750,4696799.4020,605.6230,
224,7508346.1500,4696795.7060,605.9050,
225,7508348.8420,4696793.4680,606.1470,
226,7508345.3810,4696790.2950,605.9450,
227,7508327.6050,4696795.5830,605.5780,
228,7508327.4080,4696799.1310,605.4360,
229,7508328.1400,4696802.1520,605.4230,
230,7508329.1960,4696802.2730,605.4990,
231,7508332.7440,4696817.4450,605.5800,
232,7508332.8390,4696817.6950,605.7540,
236,7508329.4680,4696818.7410,605.8060,
237,7508329.2600,4696818.1130,605.5480,
240,7508321.3910,4696821.2570,605.5320,
242,7508314.0150,4696822.8810,605.4080,
243,7508314.2570,4696823.5020,605.5950,
245,7508314.3650,4696822.6830,605.3950,
246,7508313.7640,4696820.6020,605.4060,
247,7508313.3790,4696819.0640,605.5680,
248,7508312.8620,4696816.8650,605.6100,
249,7508314.4030,4696816.4400,605.5350,
250,7508320.4940,4696814.0500,605.4930,
251,7508323.7190,4696812.7610,605.5900,
252,7508330.1030,4696810.4920,605.4510,
253,7508331.2760,4696810.2240,605.5240,
254,7508328.6210,4696799.0050,605.5380,
255,7508320.2490,4696800.9730,605.4560,
256,7508315.5650,4696802.3710,605.4680,
257,7508311.4020,4696802.8930,605.4730,
258,7508309.7110,4696803.0680,605.4990,
259,7508309.7200,4696803.0670,605.4830,
260,7508308.8570,4696797.1200,605.5430,
261,7508311.0760,4696796.3230,605.5310,
262,7508316.1340,4696794.1810,605.5690,
263,7508322.1180,4696792.5860,605.5800,
264,7508326.0030,4696791.5830,605.4530,
265,7508326.4340,4696791.4400,605.4430,
266,7508326.6330,4696791.3860,605.6290,
267,7508327.2340,4696791.2800,605.6270,
268,7508325.0380,4696783.0010,605.6160,
269,7508324.5070,4696782.8770,605.5770,
270,7508324.4560,4696782.8830,605.4220,
271,7508324.2550,4696782.9130,605.4570,
272,7508316.2570,4696784.7330,605.5380,
273,7508311.2110,4696785.5800,605.5140,
274,7508306.1120,4696786.1140,605.6360,
275,7508304.4750,4696777.0010,605.6460,
276,7508310.6750,4696775.0980,605.5990,
277,7508315.8660,4696774.1140,605.6470,
279,7508316.8480,4696773.4880,605.8030,
280,7508321.0060,4696772.4680,605.8440,
281,7508320.8150,4696772.0010,606.3060,
282,7508316.2660,4696773.0480,606.2050,
283,7508323.3230,4696772.1720,605.9120,
284,7508323.3090,4696771.5780,606.0630,
289,7508323.6600,4696774.0440,605.8680,
290,7508322.9780,4696774.4040,605.7420,
291,7508322.8560,4696776.0350,605.6510,
292,7508321.3830,4696776.3670,605.6750,
293,7508318.8770,4696776.6330,605.6800,
294,7508314.9310,4696777.0230,605.6000,
295,7508305.1690,4696770.7070,605.7060,
