1	7508356.17	4696756.126	0
2	7508343.03	4696759.579	0
3	7508352.944	4696789.074	0
4	7508367.048	4696784.338	0
5	7508354.521	4696793.766	0
6	7508359.635	4696808.98	0
7	7508337.17	4696799.49	0
8	7508336.569	4696796.53	0
9	7508333.234	4696797.63	0
10	7508331.766	4696797.477	0
11	7508330.906	4696796.279	0
12	7508324.785	4696766.13	0
13	7508325.064	4696764.789	0
14	7508326.188	4696764.006	0
15	7508319.695	4696765.712	0
16	7508321.104	4696765.925	0
17	7508321.917	4696767.094	0
18	7508329.041	4696802.172	0
19	7508313.783	4696824.107	0
20	7508310.583	4696808.261	0
21	7508302.842	4696770.141	0
